Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry
SENS,Senseonics Holdings Inc,Common Stock,4.16,$1.02B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
BHE,Benchmark Electronics Inc,Common Stock,27.84,$1.02B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
HIBB,Hibbett Sports Inc,Common Stock,61.13,$1.01B,Consumer Discretionary,Specialty Retail,Specialty Stores
OSUR,OraSure Technologies Inc,Common Stock,14.16,$1.01B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
LE,Lands' End Inc,Common Stock,31.07,$1.01B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
PLSE,Pulse Biosciences Inc,Common Stock,39.56,$1.01B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ORIC,ORIC Pharmaceuticals Inc,Common Stock,32.99,$1.01B,Health Care,Biotechnology,Biotechnology
NHC,National Healthcare Corp,Common Stock,65.43,$1.00B,Health Care,Health Care Providers & Services,Health Care Facilities
POSH,Poshmark Inc,Common Stock,78.1099,$1.00B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
WOW,WideOpenWest Inc,Common Stock,11.54,$1.00B,Communication Services,Media,Cable & Satellite
GLDD,Great Lakes Dredge & Dock Corp,Common Stock,15.49,$1.00B,Industrials,Construction & Engineering,Construction & Engineering
CCO,Clear Channel Outdoor Holdings Inc,Common Stock,2.14,$999.86M,Communication Services,Media,Advertising
LMAT,LeMaitre Vascular Inc,Common Stock,49.15,$997.20M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
VNDA,Vanda Pharmaceuticals Inc,Common Stock,18.28,$997.00M,Health Care,Biotechnology,Biotechnology
KIDS,OrthoPediatrics Corp,Common Stock,50.68,$991.05M,Health Care,Health Care Equipment & Supplies,Health Care Supplies
FPH,Five Point Holdings LLC,Common Stock,6.65,$986.10M,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities
PRTS,CarParts.com Inc,Common Stock,20.6,$984.10M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
MEG,Montrose Environmental Group Inc,Common Stock,39.38,$980.29M,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BKD,Brookdale Senior Living Inc,Common Stock,5.2,$977.16M,Health Care,Health Care Providers & Services,Health Care Facilities
BHLB,Berkshire Hills Bancorp Inc,Common Stock,19.22,$977.01M,Financials,Banks,Regional Banks
PTGX,Protagonist Therapeutics Inc,Common Stock,26.15,$975.41M,Health Care,Biotechnology,Biotechnology
RDNT,RadNet Inc,Common Stock,18.89,$974.65M,Health Care,Health Care Providers & Services,Health Care Services
APOG,Apogee Enterprises Inc,Common Stock,37.51,$973.83M,Industrials,Building Products,Building Products
IESC,IES Holdings Inc,Common Stock,46.83,$973.07M,Industrials,Construction & Engineering,Construction & Engineering
BRP,Brp Group Inc,Common Stock,28.68,$972.86M,Financials,Insurance,Insurance Brokers
SCHL,Scholastic Corp,Common Stock,28.24,$970.38M,Communication Services,Media,Publishing
BRBR,BellRing Brands Inc,Common Stock,24.52,$968.76M,Consumer Staples,Personal Products,Personal Products
CRY,CryoLife Inc.,Common Stock,24.93,$968.71M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
HZO,MarineMax Inc,Common Stock,43.7,$966.95M,Consumer Discretionary,Specialty Retail,Specialty Stores
CDEV,Centennial Resource Development Inc,Common Stock,3.47,$965.76M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
FFWM,First Foundation Inc,Common Stock,21.6,$964.83M,Financials,Banks,Regional Banks
BDTX,Black Diamond Therapeutics Inc,Common Stock,26.82,$964.53M,Health Care,Biotechnology,Biotechnology
ANAB,AnaptysBio Inc,Common Stock,35.36,$963.40M,Health Care,Biotechnology,Biotechnology
MYRG,MYR Group Inc,Common Stock,57.62,$963.35M,Industrials,Construction & Engineering,Construction & Engineering
AGRO,Adecoagro SA,Common Stock,8.2,$962.18M,Consumer Staples,Food Products,Packaged Foods & Meats
CLDX,Celldex Therapeutics Inc,Common Stock,24.4,$961.36M,Health Care,Biotechnology,Biotechnology
TPRE,Third Point Reinsurance Ltd,Common Stock,10.08,$960.78M,Financials,Insurance,Reinsurance
ODT,Odonate Therapeutics Inc,Common Stock,24.93,$960.45M,Health Care,Pharmaceuticals,Pharmaceuticals
HOLI,Hollysys Automation Technologies Ltd,Common Stock,15.85,$959.51M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
NP,Neenah Inc,Common Stock,57.03,$958.22M,Materials,Paper & Forest Products,Paper Products
BANC,Banc of California Inc,Common Stock,19.07,$958.17M,Financials,Banks,Regional Banks
SCHN,Schnitzer Steel Industries Inc,Common Stock,34.86,$957.05M,Materials,Metals & Mining,Steel
OFG,OFG Bancorp,Common Stock,18.59,$955.28M,Financials,Banks,Regional Banks
STNG,Scorpio Tankers Inc,Common Stock,16.47,$955.26M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
PUMP,ProPetro Holding Corp,Common Stock,9.42,$950.46M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
AWH,Aspira Womens Health Inc,Common Stock,9.11,$949.89M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
TCRR,TCR2 Therapeutics Inc,Common Stock,28.43,$948.99M,Health Care,Biotechnology,Biotechnology
ORLA,Orla Mining Ltd,Common Stock,4.14,$947.92M,Materials,Metals & Mining,Gold
GABC,German American Bancorp Inc,Common Stock,35.75,$944.27M,Financials,Banks,Regional Banks
SMP,Standard Motor Products Inc.,Common Stock,42.21,$943.69M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
GPRE,Green Plains Inc,Common Stock,26.45,$943.40M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
LXRX,Lexicon Pharmaceuticals Inc,Common Stock,8.1,$943.15M,Health Care,Biotechnology,Biotechnology
VBIV,VBI Vaccines Inc,Common Stock,3.89,$941.53M,Health Care,Biotechnology,Biotechnology
MWK,Mohawk Group Holdings Inc,Common Stock,42.98,$940.65M,Consumer Discretionary,Household Durables,Household Appliances
PAHC,Phibro Animal Health Corp,Common Stock,23.23,$939.75M,Health Care,Pharmaceuticals,Pharmaceuticals
LC,LendingClub Corp,Common Stock,12.24,$938.33M,Financials,Consumer Finance,Consumer Finance
OII,Oceaneering International Inc.,Common Stock,9.43,$936.45M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
LBRT,Liberty Oilfield Services Inc,Common Stock,10.89,$935.08M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CARA,Cara Therapeutics Inc,Common Stock,19.88,$932.23M,Health Care,Pharmaceuticals,Pharmaceuticals
AYRWF,AYR Wellness Inc,Common Stock,,$930.42M,Health Care,Pharmaceuticals,Pharmaceuticals
PRDO,Perdoceo Education Corp,Common Stock,13.42,$929.83M,Consumer Discretionary,Diversified Consumer Services,Education Services
SFL,SFL Corp Ltd,Common Stock,7.69,$929.77M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
BROG,Brooge Energy Ltd,Common Stock,10.56,$929.65M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
VXRT,Vaxart Inc,Common Stock,8.48,$928.30M,Health Care,Biotechnology,Biotechnology
VITL,Vital Farms Inc,Common Stock,27.35,$927.50M,Consumer Staples,Food Products,Packaged Foods & Meats
GPRK,GeoPark Ltd,Common Stock,15.3,$927.36M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
FMBL,Farmers & Merchants Bank/CA,Common Stock,7300,$927.10M,Financials,Banks,Regional Banks
RDUS,Radius Health Inc,Common Stock,19.87,$924.91M,Health Care,Biotechnology,Biotechnology
EIG,Employers Holdings Inc,Common Stock,31.79,$924.14M,Financials,Insurance,Property & Casualty Insurance
CPE,Callon Petroleum Co/DE,Common Stock,23.18,$921.41M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
VREX,Varex Imaging Corp,Common Stock,23.5,$920.85M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
STRO,Sutro Biopharma Inc,Common Stock,24.13,$919.18M,Health Care,Biotechnology,Biotechnology
DAC,Danaos Corp,Common Stock,37.07,$918.93M,Industrials,Marine,Marine
LIND,Lindblad Expeditions Holdings Inc,Common Stock,18.43,$917.85M,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
AFIN,American Finance Trust Inc,Common Stock,8.42,$916.41M,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
PETQ,PetIQ Inc,Common Stock,36.1,$912.25M,Health Care,Health Care Providers & Services,Health Care Distributors
AUDC,Audiocodes Ltd,Common Stock,30.85,$912.20M,Information Technology,Communications Equipment,Communications Equipment
PRTA,Prothena Corp Plc,Common Stock,22.88,$912.19M,Health Care,Biotechnology,Biotechnology
CVM,CEL-SCI Corp,Common Stock,23.55,$912.09M,Health Care,Biotechnology,Biotechnology
MSGN,MSG Networks Inc,Common Stock,15.96,$910.50M,Communication Services,Media,Cable & Satellite
MBIN,Merchants Bancorp,Common Stock,31.68,$910.42M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
SIBN,SI-BONE Inc,Common Stock,31.47,$907.56M,Health Care,Health Care Equipment & Supplies,Health Care Supplies
EPIX,ESSA Pharma Inc,Common Stock,28.3,$906.77M,Health Care,Biotechnology,Biotechnology
TNP,Tsakos Energy Navigation Ltd,Common Stock,9.53,$906.10M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
AINV,Apollo Investment Corp,Common Stock,13.88,$905.79M,Financials,Capital Markets,Asset Management & Custody Banks
HMST,HomeStreet Inc,Common Stock,41.47,$903.92M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
MERC,Mercer International Inc,Common Stock,13.73,$903.71M,Materials,Paper & Forest Products,Paper Products
AGM,Federal Agricultural Mortgage Corp.,Common Stock,84.1,$902.90M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
AMEH,Apollo Medical Holdings Inc,Common Stock,24.535,$902.85M,Health Care,Health Care Providers & Services,Health Care Services
WRLD,World Acceptance Corp,Common Stock,133.31,$901.98M,Financials,Consumer Finance,Consumer Finance
ANDE,Andersons Inc (The),Common Stock,26.86,$901.37M,Consumer Staples,Food & Staples Retailing,Food Distributors
EXK,Endeavour Silver Corp,Common Stock,5.72,$900.40M,Materials,Metals & Mining,Silver
CNOB,ConnectOne Bancorp Inc,Common Stock,22.64,$899.94M,Financials,Banks,Regional Banks
NTUS,Natus Medical Inc,Common Stock,26.57,$899.93M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
HEXO,Hexo Corp,Common Stock,7.44,$899.21M,Health Care,Pharmaceuticals,Pharmaceuticals
AMPH,Amphastar Pharmaceuticals Inc,Common Stock,18.88,$897.44M,Health Care,Pharmaceuticals,Pharmaceuticals
COWN,Cowen Inc,Common Stock,33.77,$896.97M,Financials,Capital Markets,Investment Banking & Brokerage
PLYA,Playa Hotels & Resorts N.V.,Common Stock,6.66,$895.74M,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
KOPN,Kopin Corp,Common Stock,10.84,$895.34M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DCOM,Dime Community Bancshares Inc,Common Stock,27.03,$891.69M,Financials,Banks,Regional Banks
TPC,Tutor Perini Corp,Common Stock,17.53,$891.00M,Industrials,Construction & Engineering,Construction & Engineering
KRNY,Kearny Financial Corp,Common Stock,10.85,$890.55M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CARS,Cars.com Inc,Common Stock,13.23,$889.14M,Communication Services,Interactive Media & Services,Interactive Media & Services
CRMT,America's Car-Mart Inc,Common Stock,134.52,$888.10M,Consumer Discretionary,Specialty Retail,Automotive Retail
FUV,Arcimoto Inc,Common Stock,27.83,$886.84M,Consumer Discretionary,Automobiles,Motorcycle Manufacturers
AVXL,Anavex Life Sciences Corp,Common Stock,13.18,$884.59M,Health Care,Biotechnology,Biotechnology
PRTY,Party City Holdco Inc,Common Stock,8,$884.59M,Consumer Discretionary,Specialty Retail,Specialty Stores
DBI,Designer Brands Inc,Common Stock,12.2,$883.02M,Consumer Discretionary,Specialty Retail,Apparel Retail
NLS,Nautilus Inc,Common Stock,29.16,$882.29M,Consumer Discretionary,Leisure Products,Leisure Products
TCX,Tucows Inc,Common Stock,82.73,$881.33M,Information Technology,IT Services,Internet Services & Infrastructure
BCSF,Bain Capital Specialty Finance Inc,Common Stock,13.65,$881.27M,Financials,Capital Markets,Asset Management & Custody Banks
WNC,Wabash National Corp,Common Stock,16.77,$881.03M,Industrials,Machinery,Construction Machinery & Heavy Trucks
OCSL,Oaktree Specialty Lending Corp,Common Stock,6.22,$878.19M,Financials,Capital Markets,Asset Management & Custody Banks
AGEN,Agenus Inc/DE,Common Stock,4.655,$877.69M,Health Care,Biotechnology,Biotechnology
OGI,OrganiGram Holdings Inc,Common Stock,3.735,$870.33M,Health Care,Pharmaceuticals,Pharmaceuticals
CKH,SEACOR Holdings Inc,Common Stock,42.44,$864.63M,Industrials,Marine,Marine
OPRX,OptimizeRX Corp,Common Stock,57.45,$864.23M,Health Care,Health Care Technology,Health Care Technology
RFP,Resolute Forest Products Inc,Common Stock,10.45,$863.17M,Materials,Paper & Forest Products,Paper Products
ATOM,Atomera Inc,Common Stock,38.5101,$861.89M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
RBCAA,Republic Bancorp Inc,Common Stock,41.17,$861.12M,Financials,Banks,Regional Banks
TIG,Trean Insurance Group Inc,Common Stock,16.8,$859.30M,Financials,Insurance,Property & Casualty Insurance
COLL,Collegium Pharmaceutical Inc,Common Stock,24.79,$857.51M,Health Care,Pharmaceuticals,Pharmaceuticals
VET,Vermilion Energy Inc,Common Stock,5.39,$853.28M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
HFWA,Heritage Financial Corp,Common Stock,23.76,$853.27M,Financials,Banks,Regional Banks
GAN,GAN Ltd,Common Stock,30.36,$852.11M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
NEX,NexTier Oilfield Solutions Inc,Common Stock,3.97,$851.01M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
UAVS,AgEagle Aerial Systems Inc,Common Stock,14.7,$850.85M,Industrials,Machinery,Agricultural & Farm Machinery
ACCO,ACCO Brands Corp,Common Stock,9,$850.47M,Industrials,Commercial Services & Supplies,Office Services & Supplies
WETF,Wisdomtree Investments Inc,Common Stock,5.84,$847.31M,Financials,Capital Markets,Asset Management & Custody Banks
BCOV,Brightcove Inc,Common Stock,21.28,$845.67M,Information Technology,IT Services,Internet Services & Infrastructure
KELYB,Kelly Services Inc.,Common Stock,21.49,$844.56M,Industrials,Professional Services,Human Resource & Employment Services
AMRX,Amneal Pharmaceuticals Inc,Common Stock,5.72,$844.20M,Health Care,Pharmaceuticals,Pharmaceuticals
MGIC,Magic Software Enterprises Ltd,Common Stock,17.24,$843.73M,Information Technology,Software,Application Software
CUBI,Customers Bancorp Inc,Common Stock,26.55,$841.77M,Financials,Banks,Regional Banks
PRVB,Provention Bio Inc,Common Stock,14.89,$841.11M,Health Care,Pharmaceuticals,Pharmaceuticals
GRC,Gorman-Rupp Co (The),Common Stock,32.21,$840.75M,Industrials,Machinery,Industrial Machinery
ERII,Energy Recovery Inc,Common Stock,15.05,$839.61M,Industrials,Machinery,Industrial Machinery
HNGR,Hanger Inc,Common Stock,22,$838.97M,Health Care,Health Care Providers & Services,Health Care Facilities
QEP,QEP Resources Inc,Common Stock,3.46,$838.08M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
PLAB,Photronics Inc,Common Stock,13.27,$837.84M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
DYN,Dyne Therapeutics Inc,Common Stock,18.61,$837.52M,Health Care,Biotechnology,Biotechnology
RNA,Avidity Biosciences Inc,Common Stock,22.28,$836.10M,Health Care,Biotechnology,Biotechnology
BOOM,DMC Global Inc,Common Stock,56.54,$835.21M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
USCR,US Concrete Inc,Common Stock,49.98,$835.00M,Materials,Construction Materials,Construction Materials
UEIC,Universal Electronics Inc,Common Stock,60.31,$833.79M,Consumer Discretionary,Household Durables,Consumer Electronics
KODK,Eastman Kodak Co,Common Stock,10.78,$833.29M,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
TRTX,TPG RE Finance Trust Inc,Common Stock,10.85,$832.82M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
TMDX,Transmedics Group Inc,Common Stock,30.52,$832.69M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
OFIX,Orthofix Medical Inc,Common Stock,43.22,$832.14M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ESPR,Esperion Therapeutics Inc,Common Stock,29.88,$831.78M,Health Care,Biotechnology,Biotechnology
EBSB,Meridian Bancorp Inc,Common Stock,16.51,$830.19M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
XENT,Intersect ENT Inc,Common Stock,25.35,$829.35M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
KELYA,Kelly Services Inc.,Common Stock,21.09,$828.84M,Industrials,Professional Services,Human Resource & Employment Services
GOGL,Golden Ocean Group Ltd,Common Stock,5.775,$828.15M,Industrials,Marine,Marine
ECOM,ChannelAdvisor Corp,Common Stock,28.49,$825.67M,Information Technology,Software,Application Software
FOSL,Fossil Group Inc,Common Stock,16.08,$824.89M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
TGI,Triumph Group Inc.,Common Stock,14.98,$823.53M,Industrials,Aerospace & Defense,Aerospace & Defense
BCOR,Blucora Inc,Common Stock,17.11,$822.51M,Financials,Capital Markets,Asset Management & Custody Banks
LOVE,Lovesac Co (The),Common Stock,56.02,$821.95M,Consumer Discretionary,Household Durables,Home Furnishings
VAPO,Vapotherm Inc,Common Stock,32.03,$820.80M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
FORR,Forrester Research Inc,Common Stock,43.29,$820.26M,Industrials,Professional Services,Research & Consulting Services
PDFS,PDF Solutions Inc,Common Stock,22.3,$819.32M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
SRI,Stoneridge Inc.,Common Stock,30.33,$819.09M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
CHUY,Chuy's Holdings Inc,Common Stock,41.47,$816.75M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
XEBEF,XEBEC Adsorption Inc,Common Stock,7.7199,$816.39M,Industrials,Machinery,Industrial Machinery
LL,Lumber Liquidators Holdings Inc,Common Stock,28.27,$816.18M,Consumer Discretionary,Specialty Retail,Home Improvement Retail
VTOL,Bristow Group Inc,Common Stock,27.68,$815.67M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
NX,Quanex Building Products Corp,Common Stock,24.83,$814.55M,Industrials,Building Products,Building Products
TEN,Tenneco Inc,Common Stock,10,$814.08M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
PAE,PAE Incorporated,Common Stock,8.84,$813.64M,Industrials,Aerospace & Defense,Aerospace & Defense
HMHC,Houghton Mifflin Harcourt Co,Common Stock,6.44,$812.99M,Consumer Discretionary,Diversified Consumer Services,Education Services
ANGO,AngioDynamics Inc,Common Stock,21.19,$812.26M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ETM,Entercom Communications Corp.,Common Stock,5.88,$811.40M,Communication Services,Media,Broadcasting
SNDX,Syndax Pharmaceuticals Inc,Common Stock,20.82,$807.36M,Health Care,Biotechnology,Biotechnology
KNL,Knoll Inc,Common Stock,15.92,$807.19M,Industrials,Commercial Services & Supplies,Office Services & Supplies
LGORF,Largo Resources Ltd,Common Stock,1.43,$806.21M,Materials,Metals & Mining,Diversified Metals & Mining
AC,Associated Capital Group Inc,Common Stock,35.97,$803.32M,Financials,Capital Markets,Asset Management & Custody Banks
SII,Sprott Inc,Common Stock,32.56,$797.72M,Financials,Capital Markets,Asset Management & Custody Banks
SLRC,Solar Capital Ltd,Common Stock,18.87,$797.47M,Financials,Capital Markets,Asset Management & Custody Banks
KDMN,Kadmon Holdings Inc,Common Stock,4.64,$794.47M,Health Care,Biotechnology,Biotechnology
PARR,Par Pacific Holdings Inc,Common Stock,14.72,$794.10M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
MYE,Myers Industries Inc.,Common Stock,22.17,$793.73M,Materials,Containers & Packaging,Metal & Glass Containers
EVLO,Evelo Biosciences Inc,Common Stock,17.17,$793.44M,Health Care,Biotechnology,Biotechnology
WASH,Washington Trust Bancorp Inc,Common Stock,45.89,$792.64M,Financials,Banks,Regional Banks
NUPMF,New Pacific Metals Corp,Common Stock,5.17,$790.57M,Materials,Metals & Mining,Diversified Metals & Mining
ADTN,ADTRAN Inc,Common Stock,16.44,$788.40M,Information Technology,Communications Equipment,Communications Equipment
JUSHF,Jushi Holdings Inc,Common Stock,8.085,$786.56M,Health Care,Pharmaceuticals,Pharmaceuticals
CASA,Casa Systems Inc,Common Stock,9.4,$785.13M,Information Technology,Communications Equipment,Communications Equipment
DESP,Despegar com Corp,Common Stock,12.13,$784.08M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
TCS,Container Store Group Inc (The),Common Stock,16.02,$778.16M,Consumer Discretionary,Specialty Retail,Specialty Stores
OBNK,Origin Bancorp Inc,Common Stock,33.06,$777.81M,Financials,Banks,Regional Banks
USLM,United States Lime & Minerals Inc,Common Stock,138,$777.08M,Materials,Construction Materials,Construction Materials
AXDX,Accelerate Diagnostics Inc,Common Stock,13.61,$776.14M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
PFBC,Preferred Bank of Los Angeles,Common Stock,51.94,$776.02M,Financials,Banks,Regional Banks
CBB,Cincinnati Bell Inc,Common Stock,15.28,$774.41M,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
HSTM,HealthStream Inc,Common Stock,24.38,$771.24M,Health Care,Health Care Technology,Health Care Technology
BPYU,GGP Inc,Common Stock,18.43,$770.16M,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
AERI,Aerie Pharmaceuticals Inc,Common Stock,16.395,$768.45M,Health Care,Pharmaceuticals,Pharmaceuticals
GOSS,Gossamer Bio Inc,Common Stock,10.59,$767.52M,Health Care,Biotechnology,Biotechnology
FF,FutureFuel Corp,Common Stock,17.54,$767.25M,Materials,Chemicals,Specialty Chemicals
AXGN,Axogen Inc,Common Stock,19.11,$765.16M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
SPWH,Sportsmans Warehouse Holdings Inc,Common Stock,17.495,$763.28M,Consumer Discretionary,Specialty Retail,Specialty Stores
RIGL,Rigel Pharmaceuticals Inc,Common Stock,4.51,$762.78M,Health Care,Biotechnology,Biotechnology
KALV,KalVista Pharmaceuticals Inc,Common Stock,42.57,$762.68M,Health Care,Biotechnology,Biotechnology
SP,SP Plus Corp,Common Stock,33.01,$762.10M,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
HBNC,Horizon Bancorp Inc,Common Stock,17.3,$759.14M,Financials,Banks,Regional Banks
LBAI,Lakeland Bancorp Inc,Common Stock,15.005,$757.45M,Financials,Banks,Regional Banks
STFC,State Auto Financial Corp,Common Stock,17.28,$756.86M,Financials,Insurance,Property & Casualty Insurance
TSC,TriState Capital Holdings Inc,Common Stock,23.26,$755.15M,Financials,Banks,Regional Banks
ATRS,Antares Pharma Inc,Common Stock,4.535,$755.02M,Health Care,Health Care Equipment & Supplies,Health Care Supplies
KOP,Koppers Holdings Inc,Common Stock,35.81,$754.37M,Materials,Chemicals,Commodity Chemicals
UUUU,Energy Fuels Inc,Common Stock,5.79,$754.29M,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
VRAY,ViewRay Inc,Common Stock,5.08,$753.09M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
BY,Byline Bancorp Inc,Common Stock,19.5,$753.05M,Financials,Banks,Regional Banks
UFCS,United Fire Group Inc,Common Stock,29.98,$752.68M,Financials,Insurance,Property & Casualty Insurance
PETS,PetMed Express Inc,Common Stock,37.1,$752.05M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
VVI,Viad Corp,Common Stock,36.8,$751.71M,Industrials,Commercial Services & Supplies,Diversified Support Services
OSW,Onespaworld Holdings Ltd,Common Stock,8.84,$751.13M,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
DFIN,Donnelley Financial Solutions Inc,Common Stock,22.43,$749.16M,Financials,Capital Markets,Financial Exchanges & Data
EBON,Ebang International Holdings Inc,Common Stock,6.69,$747.75M,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
REVG,REV Group,Common Stock,11.79,$747.52M,Industrials,Machinery,Construction Machinery & Heavy Trucks
HLIT,Harmonic Inc,Common Stock,7.61,$746.84M,Information Technology,Communications Equipment,Communications Equipment
THRY,Thryv Holdings Inc,Common Stock,24.1,$744.76M,Communication Services,Media,Advertising
FTHM,Fathom Holdings Inc,Common Stock,54.25,$739.54M,Real Estate,Real Estate Management & Development,Real Estate Services
ABTX,Allegiance Bancshares Inc,Common Stock,36.56,$738.80M,Financials,Banks,Regional Banks
NCBS,Nicolet Bankshares Inc,Common Stock,73.7,$737.81M,Financials,Banks,Regional Banks
SCSC,ScanSource Inc,Common Stock,28.9,$735.56M,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors
ALT,Altimmune Inc,Common Stock,22.18,$734.88M,Health Care,Biotechnology,Biotechnology
AMBC,Ambac Financial Group Inc,Common Stock,16.01,$733.40M,Financials,Insurance,Property & Casualty Insurance
CLW,Clearwater Paper Corp,Common Stock,44.15,$731.65M,Materials,Paper & Forest Products,Paper Products
ECHO,Echo Global Logistics Inc,Common Stock,28.14,$731.04M,Industrials,Air Freight & Logistics,Air Freight & Logistics
UVSP,Univest Financial Corp,Common Stock,24.94,$730.62M,Financials,Banks,Regional Banks
SRDX,Surmodics Inc,Common Stock,53.28,$730.50M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
GSBD,Goldman Sachs BDC Inc,Common Stock,18.06,$730.49M,Financials,Capital Markets,Asset Management & Custody Banks
GDYN,Grid Dynamics Holdings Inc,Common Stock,14.33,$728.82M,Information Technology,IT Services,IT Consulting & Other Services
ARCH,Arch Coal Inc,Common Stock,48.11,$728.72M,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
GLT,Glatfelter Corp,Common Stock,16.42,$728.52M,Materials,Paper & Forest Products,Paper Products
NWLI,National Western Life Group Inc,Common Stock,199.835,$728.29M,Financials,Insurance,Life & Health Insurance
CAAP,Corporacion America Airports SA,Common Stock,4.55,$728.10M,Industrials,Transportation Infrastructure,Airport Services
RMAX,RE/MAX Holdings Inc,Common Stock,39.58,$727.16M,Real Estate,Real Estate Management & Development,Real Estate Services
VUZI,Vuzix Corp,Common Stock,16.94,$724.09M,Consumer Discretionary,Household Durables,Consumer Electronics
MRUS,Merus NV,Common Stock,24.92,$723.97M,Health Care,Biotechnology,Biotechnology
DGII,Digi International Inc,Common Stock,24.38,$723.28M,Information Technology,Communications Equipment,Communications Equipment
SLCA,U S Silica Holdings Inc,Common Stock,9.78,$723.11M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
